icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
a0acfd,UAL2189,,0.394,0.0,-87.109638,41.956135,22925,False,421.3,104.99,896.0,,22750.0,7261,False,0,11
a135cb,UAL2041,,0.151,0.0,-87.051981,41.905289,10200,False,248.5,282.08,-2112.0,,9875.0,4040,False,0,11
a51b58,SWA2624,,0.269,0.3,-87.020022,41.762385,16825,False,452.1,88.73,3520.0,,16575.0,3132,False,0,11
a4fc32,LXJ420,,0.396,0.0,-86.997603,43.401352,37400,False,390.2,171.6,,,37250.0,2365,False,0,11
a1ce0e,TSU215,,0.108,0.0,-86.944927,42.361588,24025,False,386.7,260.17,,,23950.0,1060,False,0,11
a724c4,N56CA,,0.329,0.0,-86.918335,41.495454,43000,False,415.7,273.31,64.0,,43275.0,7136,False,0,11
ac0cb1,SKW4752,,0.432,0.2,-86.87522,41.86736,12075,False,289.4,307.7,,,11725.0,6215,False,0,11
aa7e2e,UAL2202,,0.414,0.4,-108.519876,44.303879,29000,False,560.4,129.57,-64.0,,28775.0,4010,False,0,12
a715a6,N5559W,,0.578,0.1,-108.204803,43.377468,22000,False,178.3,312.73,64.0,,21900.0,3734,False,0,12
aba30b,UAL2272,,0.578,0.5,-108.051431,42.738166,34975,False,510.0,74.3,64.0,,34925.0,6372,False,0,12
a2061e,UAL2127,,13.546,0.6,-107.731635,39.058914,36975,False,553.4,74.38,,,37675.0,3260,False,0,12
a44a61,DAL678,,0.735,0.2,-107.730784,41.983648,36000,False,335.0,269.32,0.0,,36125.0,3263,False,0,12
a35ff0,N3163V,,12.323,0.3,-107.640878,38.651047,12550,False,120.0,28.92,64.0,,12900.0,,False,0,12
a9c506,ASA294,,53.22,53.2,-107.613144,46.376736,33000,False,540.0,88.9,46.0,,,6653,False,0,12
ae0632,PAT057,,33.489,12.5,-107.599864,38.254486,19350,False,271.5,116.94,-1088.0,,19825.0,,False,0,12
a071c2,DAL935,,0.074,0.1,-107.597926,42.772336,31975,False,358.0,251.26,-64.0,,32000.0,7472,False,0,12
a3cd6b,DAL2873,,0.441,0.1,-107.551853,38.233818,36000,False,372.3,310.75,0.0,,36825.0,7473,False,0,12
a5521c,ASA783,,2.013,2.0,-107.521149,41.826534,36000,False,327.1,298.68,64.0,,36125.0,3224,False,0,12
a7ff34,SKW6389,,28.223,17.0,-107.435127,39.294846,22075,False,362.5,257.57,39.0,,22600.0,2775,False,0,12
a6c393,LXJ535,,0.245,0.0,-107.36945,43.414803,43025,False,398.1,281.59,,,42950.0,1442,False,0,12
a1cb05,JBU256,,24.504,2.8,-107.360046,46.056969,35000,False,529.2,88.59,64.0,,34325.0,,False,0,12
abf431,,,14.197,3.0,-107.301392,39.585789,28000,False,,,,,,,False,0,12
a066a3,DAL2798,,0.441,0.3,-107.248475,38.088762,32000,False,388.0,309.35,,,32850.0,3612,False,0,12
a1099f,SKW5388,,0.074,0.1,-107.182042,42.55759,32000,False,358.8,322.59,0.0,,32075.0,0615,False,0,12
a00510,N100DS,,2.012,1.6,-107.147423,41.838358,29975,False,341.9,204.54,0.0,,30100.0,0637,False,0,12
a98fc0,N715MN,,25.22,25.2,-107.089951,39.317551,18925,False,270.0,293.2,39.0,,,1427,False,0,12
ac0b96,SWA1452,,0.675,0.0,-107.038918,38.194244,37000,False,522.7,75.94,0.0,,37825.0,2065,False,0,12
a305fd,SKW3694,,0.439,0.0,-106.978534,39.093842,34000,False,393.8,233.36,0.0,,34675.0,3261,False,0,12
a085a4,UAL1217,,18.211,18.2,-106.953636,37.752609,19075,False,390.0,199.4,37.0,,,5107,False,0,12
a24297,N245AE,,0.039,0.0,-106.931544,39.438446,41000,False,530.3,87.95,,,41525.0,6375,False,0,12
a5d623,UAL1278,,0.269,0.1,-106.79071,40.063156,33000,False,523.0,86.49,0.0,,33450.0,3201,False,0,12
aa2d14,SKW4964,,7.834,3.0,-106.755165,39.390152,19000,False,325.5,162.85,,,19425.0,2066,False,0,12
a240dc,SWA2491,,5.59,3.0,-106.605718,37.357773,38000,False,394.6,224.79,0.0,,38850.0,1446,False,0,12
ad3fd9,AAL1380,,0.0,0.0,-106.569275,40.654404,35000,False,523.2,61.08,-128.0,,35400.0,1074,False,0,12
a004e6,N100C,,0.047,0.0,-106.526184,39.038177,16100,False,218.3,245.08,-448.0,,16150.0,3220,False,0,12
c05044,ACA741,,0.049,0.0,-106.481615,40.772079,36000,False,368.5,237.86,0.0,,36325.0,0545,False,0,12
a6a6a9,SCJ52,,0.256,0.0,-106.468623,38.21347,45000,False,306.5,259.09,0.0,,45525.0,4025,False,0,12
abb9df,SWA142,,0.039,0.0,-106.363137,40.47219,26300,False,477.5,96.98,-1024.0,,26650.0,3326,False,0,12
a3c900,FFT2105,,0.021,0.0,-106.249257,37.641348,38000,False,411.5,225.0,0.0,,38850.0,1431,False,0,12
a26b51,AAY692,,0.35,0.1,-106.234314,39.462658,32000,False,439.5,212.17,0.0,,32575.0,2471,False,0,12
ac1f73,N880SP,,0.344,0.0,-106.047503,37.319486,41000,False,500.3,80.91,,,41825.0,7317,False,0,12
ad6bdc,JBU278,,0.375,0.2,-105.959103,38.196899,32950,False,529.6,83.28,192.0,,33725.0,7760,False,0,12
acfdf4,SWA3823,,0.42,0.0,-105.923548,38.86203,28550,False,453.7,56.41,-1984.0,,29100.0,6746,False,0,12
a0f4b5,DAL951,,0.059,0.0,-105.907891,40.837811,35000,False,531.5,59.09,64.0,,35200.0,6762,False,0,12
a1242d,UAL2050,,0.349,0.0,-105.89032,40.724213,36000,False,373.7,239.8,64.0,,36325.0,1517,False,0,12
ab19d0,SLH814,,0.346,0.0,-105.86081,37.200851,43000,False,409.4,60.12,192.0,,43825.0,1677,False,0,12
a84d7a,N634KA,,0.028,0.0,-105.808577,42.18457,37000,False,551.1,103.43,,,36975.0,1404,False,0,12
acb0b6,ASA304,,0.028,0.0,-105.776629,43.946057,33000,False,548.3,108.17,64.0,,32675.0,6613,False,0,12
a0b7de,UAL526,,0.176,0.0,-105.776606,39.673599,23150,False,429.8,259.81,1344.0,,23650.0,3253,False,0,12
a5f90a,N484SE,,0.256,0.2,-105.76956,38.383717,36525,False,209.6,274.38,1152.0,,37325.0,0605,False,0,12
a66970,LXJ512,,0.0,0.0,-105.72998,41.178406,43000,False,379.2,313.08,,,43175.0,3266,False,0,12
a2531f,N249TH,,0.047,0.0,-105.699463,38.493805,9275,False,100.0,268.28,38.0,,9625.0,1200,False,0,12
ac066b,AAL1871,,0.346,0.2,-105.696716,36.98085,32000,False,388.4,246.8,64.0,,32900.0,5656,False,0,12
ada227,JBU724,,0.432,0.1,-105.665894,41.123291,35050,False,521.9,63.97,0.0,,35275.0,7610,False,0,12
adc313,SKW5682,,0.245,0.0,-105.621381,44.224319,9675,False,274.2,203.2,,,9775.0,5106,False,0,12
a47fde,UAL143,,5.352,5.4,-105.59882,44.726898,36000,False,438.8,351.48,,,35475.0,3240,False,0,12
abe2a3,AAL1414,,0.187,0.0,-105.582996,38.327957,30000,False,449.0,205.88,-64.0,,30700.0,3250,False,0,12
a54ee7,LXJ441,,0.183,0.0,-105.566998,36.561218,45000,False,497.7,100.07,,,45725.0,2456,False,0,12
a55b53,N444UZ,,0.346,0.3,-105.532915,37.93428,42975,False,447.4,201.23,,,43625.0,7154,False,0,12
abac48,AAL2730,,0.347,0.3,-105.499605,36.344403,37000,False,490.8,73.67,0.0,,38025.0,7730,False,0,12
a5d68a,UAL2667,,1.626,0.2,-105.439568,36.35701,33000,False,503.7,73.51,64.0,,33950.0,2426,False,0,12
a2f0aa,AAY706,,0.245,0.2,-105.423783,43.65564,36000,False,427.3,208.36,-64.0,,35650.0,3602,False,0,12
abc012,SWA1369,,0.134,0.0,-105.3988,37.730347,36000,False,445.5,203.69,0.0,,36850.0,3247,False,0,12
a65874,N508JD,,0.047,0.0,-105.377528,37.967422,14000,False,143.6,36.79,64.0,,14400.0,1200,False,0,12
a1b1bc,SWA3111,,0.142,0.0,-105.30177,40.307069,19025,False,391.6,127.43,0.0,,19300.0,5176,False,0,12
adda1e,AAL2177,,0.281,0.1,-105.228745,38.147964,32000,False,391.6,252.77,0.0,,32725.0,2635,False,0,12
a6ae0c,N52993,,0.528,0.4,-105.197026,40.040697,5600,False,84.6,28.99,832.0,,5875.0,,False,0,12
a23afb,CXK674,,0.435,0.2,-105.194591,40.180959,5375,False,64.0,165.53,-192.0,,5675.0,1200,False,0,12
a34cab,N311XX,,0.221,0.1,-105.171183,40.104474,7750,False,128.6,193.5,0.0,,8025.0,0442,False,0,12
a0290d,N1094F,,0.528,0.4,-105.168062,40.182588,5600,False,81.2,308.0,384.0,,6050.0,1200,False,0,12
a9a45c,N720JH,,8.77,8.8,-105.167175,40.166107,4700,False,61.6,122.4,-64.0,,5000.0,1200,False,0,12
a5a764,N4632F,,0.385,0.0,-105.152581,40.177374,5800,False,113.9,300.62,,,6025.0,1200,False,0,12
a9e8e5,N738BJ,,0.0,0.0,-105.147712,40.156984,5000,False,68.6,120.68,,,5325.0,1200,False,0,12
a81a7a,N621FJ,,0.385,0.3,-105.139282,39.903508,6200,False,106.2,303.09,0.0,,6475.0,1200,False,0,12
a01ad0,N10580,,32.534,0.2,-105.133417,40.18473,5575,False,146.6,300.76,1088.0,,5950.0,1200,False,0,12
abc88c,N8588M,,0.273,0.0,-105.133301,40.013901,7325,False,88.3,260.22,704.0,,7625.0,1200,False,0,12
ab78fb,N8384E,,0.059,0.0,-105.128357,39.882094,6500,False,109.2,20.92,-384.0,,6650.0,1200,False,0,12
a20ed1,CXK126,,12.773,1.4,-105.127666,39.916054,ground,True,0.0,,,,,5150,False,0,12
a9ce3a,N7306E,,0.22,0.2,-105.127563,39.91482,5300,False,53.0,125.79,-768.0,,5625.0,1200,False,0,12
a77412,N58FF,,1.243,1.2,-105.127024,39.915882,ground,True,0.1,,,,,1200,False,0,12
a9e2ba,N736QG,,0.0,0.0,-105.12558,39.915309,ground,True,6.8,,,,,1200,False,0,12
aa1851,N75GL,,0.385,0.2,-105.125552,39.941913,6350,False,134.5,302.86,,,6625.0,1200,False,0,12
ab2121,N816RD,,3.831,2.2,-105.125397,39.915378,ground,True,0.0,,,,,1200,False,0,12
ad5a50,N96FF,,3.024,2.8,-105.125069,39.91523,ground,True,0.0,,,,,1200,False,0,12
a28f6f,N264SF,,3.588,0.7,-105.122621,39.913582,ground,True,15.5,,,,,1200,False,0,12
a23a27,CXK455,,0.385,0.1,-105.114129,40.146883,5675,False,90.2,58.6,-64.0,,5950.0,1200,False,0,12
a3260d,N30147,,3.362,0.9,-105.110641,39.910863,ground,True,0.0,,,,,1200,False,0,12
~27d58d,,,50.959,50.9,-105.110046,39.90253,5500,False,87.1,124.24,,,6275.0,,False,0,12
a2f3e2,N29HT,,37.802,37.8,-105.10953,39.912392,ground,True,0.0,,,,,1200,False,0,12
a9325c,N692CF,,0.22,0.1,-105.106825,40.483828,9200,False,108.4,4.76,64.0,,9450.0,,False,0,12
a03a0b,N1132W,,0.439,0.3,-105.104492,40.029236,6175,False,82.2,184.18,384.0,,6475.0,1200,False,0,12
a32ae3,N303EH,,0.142,0.0,-105.103394,40.056381,6475,False,80.1,182.86,0.0,,6750.0,1200,False,0,12
a6b1c3,N530PS,,0.176,0.0,-105.093185,39.892914,6025,False,68.1,130.24,576.0,,6325.0,1200,False,0,12
a43ec9,UAL464,,0.221,0.0,-105.090027,40.181488,16625,False,329.4,127.6,0.0,,16875.0,4064,False,0,12
abaf1c,N852DL,,0.341,0.3,-105.078795,39.718231,8625,False,191.5,184.19,,,8900.0,6065,False,0,12
ae4ee1,SHARK68,,0.09,0.0,-105.075929,39.884491,6750,False,84.1,177.95,64.0,,7050.0,1200,False,0,12
a26f5e,N256SF,,0.333,0.1,-105.06604,40.169632,6075,False,98.6,239.53,-448.0,,6350.0,1200,False,0,12
a6918c,N522ND,,0.221,0.0,-105.042406,39.935675,6825,False,111.2,48.28,-832.0,,7100.0,1200,False,0,12
a9da5a,N734EQ,,0.159,0.0,-105.040034,40.358882,5200,False,64.8,171.12,,,5525.0,1200,False,0,12
a2928b,N265LA,,0.059,0.0,-105.039534,40.233656,8650,False,159.1,193.08,128.0,,8900.0,5102,False,0,12
ad0088,JSX463,,0.42,0.0,-105.033954,39.269669,17225,False,378.8,189.11,960.0,,17575.0,1475,False,0,12
aa7ced,RTY775,,0.354,0.0,-105.031669,40.458643,5650,False,106.3,341.91,-640.0,,5900.0,1200,False,0,12
a89e93,N65440,,0.221,0.0,-105.025552,40.115413,6800,False,99.0,246.8,,,7075.0,1200,False,0,12
a1fc58,N227PS,,0.574,0.2,-105.019385,39.736771,7150,False,113.0,187.63,64.0,,7450.0,1200,False,0,12
ab0a92,RTY810,,0.221,0.2,-105.018748,40.612219,7075,False,97.5,231.25,960.0,,7325.0,1200,False,0,12
a53508,N4345G,,0.102,0.1,-105.017936,40.052661,7600,False,102.8,352.74,,,7875.0,5136,False,0,12
acc920,N9228Z,,0.0,0.0,-105.014771,40.456558,4625,False,76.6,160.14,0.0,,4950.0,6712,False,0,12
a2556c,N25CW,,5.081,5.1,-105.014628,40.459551,ground,True,11.2,,,,,1200,False,0,12
a04a79,N118FS,,0.049,0.0,-105.007808,40.447412,ground,True,11.2,345.94,,,,1200,False,0,12
a6cb9e,N537ND,,0.159,0.0,-105.004078,39.972126,7150,False,102.6,46.19,704.0,,7450.0,1200,False,0,12
a6beaa,N5335S,,0.494,0.0,-105.002767,40.119091,7300,False,109.2,3.15,,,7625.0,1200,False,0,12
a14f8e,N184AF,,0.221,0.0,-104.981079,40.101059,7100,False,114.0,0.0,,,7400.0,1200,False,0,12
a1ebb7,N22265,,0.388,0.0,-104.960999,39.51205,7250,False,100.2,4.0,128.0,,7550.0,1200,False,0,12
a6f31d,N547ND,,0.039,0.0,-104.958496,40.137177,6975,False,85.1,139.76,-128.0,,7225.0,1200,False,0,12
abadf9,SWA1195,,0.059,0.1,-104.957825,40.219757,15850,False,405.9,144.63,-1728.0,,16100.0,3110,False,0,12
a43b83,N372CZ,,0.014,0.0,-104.95287,39.572571,8775,False,252.2,177.73,,,9050.0,5137,False,0,12
aa76cb,SWA539,,0.014,0.0,-104.948835,40.534896,23125,False,390.7,338.69,832.0,,23350.0,1423,False,0,12
a2baa4,PCH2,,0.221,0.0,-104.910133,40.722175,14150,False,290.5,191.12,0.0,,14300.0,1200,False,0,12
a2af88,N272SP,,0.152,0.2,-104.877041,39.57756,6425,False,90.8,172.41,-128.0,,6675.0,1200,False,0,12
a5c892,N472AK,,0.016,0.0,-104.876404,38.984985,7200,False,116.4,85.07,,,7450.0,1200,False,0,12
ad552f,N9583Q,,0.349,0.2,-104.865159,39.225723,8050,False,167.4,336.04,-192.0,,8325.0,1200,False,0,12
aba76a,CXK1150,,0.152,0.1,-104.864621,39.535309,6225,False,95.4,123.02,-64.0,,6475.0,1200,False,0,12
a339a5,THNDR06,,0.42,0.3,-104.860979,38.935043,8925,False,68.0,160.23,,,9200.0,1202,False,0,12
a71435,N555YS,,0.53,0.5,-104.852783,39.558369,5575,False,72.1,357.61,-704.0,,5850.0,1200,False,0,12
a236b7,N24144,,0.159,0.2,-104.851426,39.589783,6000,False,82.0,358.6,640.0,,6300.0,1200,False,0,12
a5cc49,N473AK,,0.42,0.2,-104.848694,38.979306,7300,False,56.3,186.12,,,7750.0,1200,False,0,12
ab23b5,DAL1536,,0.179,0.0,-104.843365,38.129029,34000,False,400.3,242.79,0.0,,34725.0,2623,False,0,12
a34ada,THNDR94,,0.42,0.0,-104.841614,38.946487,7500,False,57.2,216.47,,,7825.0,1202,False,0,12
aa998e,SKW4720,,0.111,0.0,-104.836365,39.995453,12600,False,341.6,135.59,,,12825.0,6057,False,0,12
a64567,SABER3,,0.189,0.0,-104.830289,38.937515,7625,False,59.9,25.71,,,7925.0,1202,False,0,12
a33d5c,THNDR70,,0.246,0.2,-104.824677,38.983521,6350,False,49.0,168.23,,,6675.0,1202,False,0,12
a5c124,N470AK,,9.079,1.5,-104.821869,38.971869,ground,True,0.0,,,,,1200,False,0,12
a5d000,N474AK,,2.612,1.6,-104.821721,38.97274,ground,True,0.0,,,,,1200,False,0,12
ab5d40,N831NC,,0.09,0.1,-104.821716,40.266083,6200,False,107.2,86.26,,,6500.0,1200,False,0,12
a893b3,N6516Z,,0.97,0.3,-104.821564,38.974441,ground,True,15.5,174.38,,,6475.0,1200,False,0,12
ae4ed9,SHARK40,,3.923,1.6,-104.814063,38.972569,ground,True,0.0,,,,,1200,False,0,12
a27737,SWA265,,0.675,0.3,-104.80648,36.438995,36000,False,375.5,255.19,0.0,,36950.0,2515,False,0,12
a00a76,N101WY,,0.385,0.0,-104.801705,41.086167,10450,False,268.2,98.79,-1856.0,,10725.0,1456,False,0,12
a0c9c7,N15VX,,0.344,0.0,-104.800045,38.335876,43000,False,379.0,274.09,,,43550.0,7151,False,0,12
a2be09,N276NY,,0.0,0.0,-104.783291,40.156891,5650,False,87.5,231.03,128.0,,5900.0,1200,False,0,12
a5e6c3,N48FF,,0.48,0.1,-104.751282,38.972975,8700,False,119.8,6.71,0.0,,8950.0,0437,False,0,12
a69d86,GARMN11,,0.116,0.1,-104.732422,38.772521,7150,False,213.0,254.2,320.0,,7475.0,4667,False,0,12
a6a358,NJM527,,0.183,0.2,-104.726944,35.8797,45000,False,367.2,236.44,0.0,,45675.0,3020,False,0,12
a6a607,N5275S,,0.539,0.1,-104.726755,39.436157,7250,False,91.9,149.25,192.0,,7500.0,1200,False,0,12
a81034,N619AG,,55.602,40.5,-104.713619,38.823475,ground,True,0.0,,,,,,False,0,12
a65dfa,N50917,,0.439,0.0,-104.712843,39.475204,7150,False,102.1,304.62,-448.0,,7400.0,1200,False,0,12
~27d587,,,1.301,1.3,-104.711888,38.668121,10900,False,299.3,177.32,,,,,False,0,12
a9501e,N7CR,,0.185,0.2,-104.711589,38.634064,17125,False,218.3,183.15,-76.0,,17550.0,2771,False,0,12
ae6cf2,SAM303,,5.347,4.7,-104.710193,38.668268,11075,False,314.0,179.0,1996.0,,,3271,False,0,12
ad5e27,SWA1211,,5.231,1.7,-104.701248,38.80001,ground,True,0.0,,,,,0617,False,0,12
ad727d,AAL1552,,0.344,0.3,-104.700244,38.799328,ground,True,0.0,270.0,38.0,,,3241,False,0,12
a9a404,SKW6476,,0.508,0.0,-104.700241,38.799719,ground,True,0.0,,,,,3753,False,0,12
a5db2c,ASA1491,,0.744,0.7,-104.696005,39.852024,ground,True,16.5,,,,,3262,False,0,12
ac65bb,SWA1873,,0.294,0.0,-104.689795,39.617432,9275,False,248.0,0.0,0.0,,9575.0,5166,False,0,12
ae4ee2,SHARK69,,0.387,0.0,-104.689795,39.164017,8150,False,124.0,35.48,-320.0,,8500.0,1200,False,0,12
a0baa1,SKW5894,,0.341,0.0,-104.689258,38.896683,33000,False,527.1,77.18,128.0,,33575.0,3756,False,0,12
a752bf,SKW5556,,0.479,0.2,-104.68896,39.729767,7700,False,191.0,0.3,-1280.0,,7950.0,2257,False,0,12
a0cbd6,SKW5276,,0.014,0.0,-104.686707,39.884281,ground,True,34.5,0.91,-64.0,,5300.0,2532,False,0,12
a25dcc,CXK461,,0.256,0.2,-104.685556,38.790482,6500,False,70.1,182.45,512.0,,6825.0,4620,False,0,12
a966b2,CONGO65,,0.344,0.2,-104.685317,38.872101,6975,False,95.1,182.41,64.0,,7300.0,4621,False,0,12
aa466f,SKW6429,,0.0,0.0,-104.684082,39.852428,ground,True,15.5,,,,,1426,False,0,12
a57796,UAL2421,,50.176,50.2,-104.67952,39.858154,ground,True,0.0,,,,,7264,False,0,12
a5e44c,UAL250,,4.127,0.8,-104.679496,39.859314,ground,True,0.0,,,,,6550,False,0,12
a4453e,UAL631,,4.165,0.5,-104.678869,39.854404,ground,True,0.0,,,,,6565,False,0,12
aa7b10,SWA2542,,4.791,3.4,-104.677854,39.862598,ground,True,0.0,,,,,1420,False,0,12
a2452f,UAL1013,,0.09,0.1,-104.676285,39.860063,ground,True,8.2,,,,,3264,False,0,12
ad3e36,,,4.417,0.4,-104.67627,39.862716,ground,True,0.0,,,,,,False,0,12
a1435d,SWA4677,,6.184,2.3,-104.675704,39.863491,ground,True,0.0,,,,,3526,False,0,12
ac98ac,SWA4023,,0.805,0.8,-104.675197,39.864143,ground,True,0.0,,,,,3267,False,0,12
a33272,FFT73,,3.7,0.3,-104.674362,39.854441,ground,True,0.0,,,,,6122,False,0,12
c00a0d,ACA1038,,3.045,1.5,-104.673182,39.854336,ground,True,0.1,,,,,3226,False,0,12
ad01ab,SWA3949,,3.837,1.7,-104.670554,39.863537,ground,True,0.0,,,,,1415,False,0,12
a2b7f5,UAL774,,4.0,1.1,-104.670375,39.85928,ground,True,0.0,,,,,3763,False,0,12
a29aa5,SKW3675,,1.741,0.5,-104.670013,39.853371,ground,True,0.0,,,,,3530,False,0,12
a6b10c,SKW6031,,37.969,2.9,-104.669972,39.859337,ground,True,0.0,,,,,6502,False,0,12
a84d25,FFT1815,,3.837,0.8,-104.669629,39.854542,ground,True,0.0,,,,,7411,False,0,12
ac2f37,SWA3309,,6.096,0.5,-104.669569,39.86348,ground,True,0.0,,,,,1425,False,0,12
a226c5,FFT3565,,4.791,4.8,-104.669113,39.854558,ground,True,0.0,,,,,5757,False,0,12
ac5f42,SWA3232,,0.969,1.0,-104.668304,39.861226,ground,True,12.8,,,,,3215,False,0,12
a47d46,FFT685,,2.115,1.6,-104.66806,39.854546,ground,True,0.0,,,,,1200,False,0,12
abdd09,SWA2320,,1.88,0.5,-104.668002,39.86348,ground,True,0.0,,,,,1453,False,0,12
abdd64,SKW5760,,0.479,0.5,-104.666629,39.859909,ground,True,5.2,,,,,3714,False,0,12
a8bc34,FFT2350,,9.583,1.3,-104.666479,39.854565,ground,True,0.0,,,,,7344,False,0,12
a45bd7,FFT3982,,6.053,2.9,-104.66633,39.853855,ground,True,0.0,,,,,0576,False,0,12
ae099c,PIKES470,,0.246,0.1,-104.663703,39.376923,8700,False,125.6,127.23,,,8975.0,5142,False,0,12
a45deb,N3802C,,0.0,0.0,-104.662659,40.404648,5375,False,123.3,198.43,-576.0,,5650.0,1200,False,0,12
a8e3b3,FFT4464,,0.377,0.4,-104.662345,39.858501,ground,True,16.5,,,,,3205,False,0,12
a39dca,FFT3600,,0.014,0.0,-104.662186,39.87056,ground,True,25.5,,,,,1445,False,0,12
a7d3fe,SKW5462,,0.09,0.0,-104.661255,39.781769,6150,False,177.0,0.0,-1792.0,,6450.0,3645,False,0,12
ad5460,SWA924,,0.176,0.2,-104.660355,39.845573,ground,True,67.5,0.57,-256.0,,5350.0,4010,False,0,12
c04034,CFYID,,0.221,0.0,-104.637472,40.036507,26000,False,248.7,282.3,0.0,,26275.0,2465,False,0,12
ae68f2,DAGGR44,,0.116,0.1,-104.627014,38.894348,19975,False,213.0,84.34,0.0,,20325.0,5147,False,0,12
ab52a2,DAL469,,0.221,0.0,-104.622681,41.009308,33975,False,361.9,258.04,64.0,,34100.0,7444,False,0,12
a254f7,UAL713,,0.221,0.0,-104.611504,40.137619,36975,False,582.3,88.03,,,37425.0,6001,False,0,12
adfc83,VANDY70,,0.445,0.1,-104.598322,38.805222,9600,False,221.7,355.34,,,9875.0,3550,False,0,12
a70848,EJA552,,0.294,0.0,-104.591187,40.034042,28850,False,378.5,266.97,-1536.0,,29100.0,7362,False,0,12
ab5a01,SCX102,,0.35,0.0,-104.587472,42.23616,37000,False,498.5,70.18,0.0,,36900.0,1351,False,0,12
acb336,N9171Q,,0.093,0.1,-104.585425,38.784714,7600,False,153.1,19.86,,,7925.0,4623,False,0,12
aa7115,N772GK,,0.014,0.0,-104.579156,39.794312,5400,False,68.2,112.43,-448.0,,5700.0,1200,False,0,12
a49197,N3939X,,2.775,1.6,-104.575623,38.955657,6600,False,73.1,160.82,-576.0,,6875.0,1200,False,0,12
a4adb8,N400MD,,0.376,0.0,-104.541687,39.880976,36375,False,485.4,101.89,,,36850.0,0626,False,0,12
a097e9,UAL2499,,0.028,0.0,-104.540661,43.352921,39000,False,519.4,92.21,0.0,,38650.0,0552,False,0,12
a9c0a4,N7275R,,0.479,0.3,-104.53533,39.793854,5600,False,70.0,90.82,960.0,,5975.0,1200,False,0,12
a76c79,DAL332,,0.116,0.0,-104.522191,48.567391,34025,False,397.1,265.67,64.0,,32775.0,3420,False,0,12
ae017a,TRICK13,,0.0,0.0,-104.512502,41.404266,20000,False,324.4,237.98,,,20075.0,5113,False,0,12
a9eebc,N739ZC,,0.376,0.3,-104.510014,39.75206,6250,False,98.1,177.08,-192.0,,6500.0,1200,False,0,12
ac972b,N910FC,,0.349,0.0,-104.503906,39.058026,17800,False,249.2,24.92,,,18025.0,5160,False,0,12
ad9b94,SKW5649,,0.365,0.0,-104.500819,39.80658,10650,False,261.1,181.32,-64.0,,10900.0,1620,False,0,12
abb389,N853LT,,0.594,0.0,-104.472141,36.783005,43000,False,385.2,271.93,0.0,,43750.0,2174,False,0,12
aaad78,N7874N,,0.256,0.1,-104.452698,38.663449,8400,False,83.0,347.47,,,8675.0,4670,False,0,12
a1a398,CXK298,,0.016,0.0,-104.427551,38.751898,6425,False,96.9,44.58,-448.0,,6725.0,4665,False,0,12
abadd6,SWA3230,,0.385,0.1,-104.423828,39.936127,12575,False,283.0,237.99,-1600.0,,12800.0,4026,False,0,12
a5958c,SWA2279,,0.015,0.0,-104.423706,39.585276,19000,False,384.6,201.83,3520.0,,19275.0,3551,False,0,12
a152c0,N1846P,,0.015,0.0,-104.402897,38.854568,6400,False,82.3,253.77,-1088.0,,6825.0,1200,False,0,12
a1c44b,N2127P,,0.185,0.0,-104.401942,38.94278,8100,False,108.4,184.76,-128.0,,8325.0,1200,False,0,12
abbcc1,SWA1288,,0.349,0.0,-104.399353,40.386429,20700,False,366.7,32.87,2304.0,,20850.0,1410,False,0,12
a56e0d,SWA3314,,0.015,0.0,-104.396508,39.457855,11100,False,232.8,289.84,-1024.0,,11400.0,1704,False,0,12
a15374,N185CC,,0.015,0.0,-104.388866,39.100342,8700,False,96.6,328.12,,,9025.0,1200,False,0,12
a65b6b,N509AM,,0.0,0.0,-104.387634,39.494593,7125,False,86.5,349.34,-384.0,,7375.0,1200,False,0,12
ac4801,SWA3265,,0.256,0.0,-104.384746,37.706382,30000,False,418.8,241.78,64.0,,30750.0,2406,False,0,12
a00c7a,DAL421,,0.176,0.0,-104.375305,40.183182,32000,False,375.5,248.77,0.0,,32300.0,4157,False,0,12
a18b71,AAL2178,,1.324,0.3,-104.365033,36.90477,29025,False,497.8,126.92,0.0,,29900.0,6022,False,0,12
a111e5,N1681D,,0.341,0.3,-104.355896,40.22168,7300,False,107.4,85.19,192.0,,7600.0,1200,False,0,12
a701c9,N5500F,,0.33,0.3,-104.353821,39.512096,7350,False,186.3,282.4,-192.0,,7625.0,1200,False,0,12
aaacec,N7870N,,0.185,0.2,-104.300856,38.808517,8600,False,64.2,288.15,-128.0,,8850.0,4643,False,0,12
aa6e81,UAL3900,,0.246,0.0,-104.290048,39.318237,15450,False,263.5,282.72,-1600.0,,15725.0,6675,False,0,12
a5539c,N442SA,,0.049,0.0,-104.247357,39.278503,10475,False,175.1,87.71,-512.0,,10675.0,1200,False,0,12
ab2034,N816FS,,0.913,0.3,-104.247105,37.070068,28000,False,260.2,310.79,0.0,,28725.0,3121,False,0,12
ac30fe,N885G,,0.609,0.0,-104.243954,38.85791,6700,False,65.3,354.73,-192.0,,7025.0,1200,False,0,12
a7ce4e,CXK548,,0.104,0.0,-104.239807,38.67518,7675,False,56.7,80.87,-64.0,,8025.0,4664,False,0,12
