icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
a56e0d,SWA3314,,0.081,0.0,-103.819248,39.350006,19900,False,304.3,304.42,-1856.0,,20275.0,1704,False,0,0
ab2034,N816FS,,0.316,0.1,-103.803749,36.762405,28000,False,262.3,310.98,0.0,,28725.0,3121,False,0,0
a74c93,N57FF,,0.544,0.0,-103.783203,40.172287,6475,False,123.0,90.47,-128.0,,6750.0,1200,False,0,0
a70848,EJA552,,0.206,0.2,-103.772339,40.065536,38700,False,337.4,267.28,-1472.0,,38975.0,7362,False,0,0
ab52a2,DAL469,,0.383,0.1,-103.770488,41.144823,34000,False,368.7,258.26,0.0,,34100.0,7444,False,0,0
aac415,N793KK,,0.348,0.0,-103.754065,35.432817,41000,False,465.1,55.87,-64.0,,41900.0,0761,False,0,0
a968bb,SKW6227,,0.0,0.0,-103.742638,36.389557,37000,False,504.5,124.26,,,37950.0,6534,False,0,0
a000e7,N1KD,,0.462,0.0,-103.731873,40.341614,39000,False,498.2,77.83,-64.0,,39200.0,3272,False,0,0
aa6e81,UAL3900,,0.152,0.0,-103.710693,38.971159,27575,False,353.3,312.13,-2624.0,,28025.0,6675,False,0,0
a0428a,AAL238,,0.039,0.0,-103.693172,38.256409,33025,False,533.2,93.87,0.0,,33675.0,6744,False,0,0
abb389,N853LT,,0.008,0.0,-103.625908,36.757599,43000,False,371.3,272.32,0.0,,43675.0,2174,False,0,0
adce25,N989SB,,0.363,0.2,-103.610352,38.52086,28975,False,364.2,124.26,0.0,,29500.0,2733,False,0,0
aba93c,N850VJ,,0.282,0.0,-103.586028,39.52565,28000,False,201.8,287.0,0.0,,28300.0,5770,False,0,0
8682fc,JAL11,,0.965,0.3,-103.581456,44.69577,30000,False,377.6,330.31,0.0,,29300.0,3422,False,0,0
a675a9,SKW5008,,0.316,0.1,-103.576469,36.507339,35000,False,519.4,102.0,64.0,,35925.0,7754,False,0,0
ac4801,SWA3265,,0.008,0.0,-103.549128,38.058689,30000,False,409.3,242.18,0.0,,30675.0,2406,False,0,0
a00c7a,DAL421,,0.36,0.1,-103.546392,40.424986,32000,False,381.3,249.43,0.0,,32200.0,4157,False,0,0
ac671b,DAL532,,0.0,0.0,-103.481689,41.102646,27500,False,497.6,47.52,1088.0,,27575.0,3223,False,0,0
aba15a,CXK1060,,0.433,0.4,-103.45382,41.002606,9175,False,164.0,173.7,-576.0,,9350.0,1200,False,0,0
a76c79,DAL332,,0.049,0.0,-103.44297,48.616287,34025,False,395.9,266.23,0.0,,32725.0,3420,False,0,0
ae01d1,SNOOP30,,0.075,0.0,-103.4419,42.905594,30000,False,308.9,260.87,0.0,,29700.0,3642,False,0,0
a54682,N439WA,,0.316,0.3,-103.425711,37.886911,16025,False,200.2,251.66,,,16325.0,1200,False,0,0
a9a871,N721NB,,0.363,0.4,-103.413292,38.366353,43000,False,369.4,308.51,-384.0,,43625.0,7340,False,0,0
a43f51,DAL706,,0.462,0.2,-103.394348,39.143356,28000,False,363.9,301.29,-64.0,,28400.0,2231,False,0,0
a0135a,N1038S,,0.069,0.1,-103.359203,35.227475,39000,False,521.7,137.72,,,39975.0,0616,False,0,0
a4adfa,N400PV,,0.0,0.0,-103.347732,39.681702,32000,False,317.3,290.09,0.0,,32400.0,1111,False,0,0
a0b7fa,UAL414,,0.221,0.0,-103.272827,40.619797,26850,False,355.0,245.89,-1024.0,,27025.0,3446,False,0,0
ac72fd,N901BA,,0.428,0.2,-103.222557,42.165388,29000,False,276.2,41.77,0.0,,28925.0,2620,False,0,0
ab7fe6,AAL176,,0.646,0.3,-103.220613,37.351747,37000,False,562.2,135.65,,,37850.0,1467,False,0,0
acf0d8,ASA450,,3.594,3.6,-103.218201,45.900089,35000,False,510.0,104.9,45.0,,,4031,False,0,0
ac247a,SWA1713,,0.0,0.0,-103.204708,36.836975,35000,False,481.7,62.42,-64.0,,35850.0,4136,False,0,0
a856c5,,,8.494,8.2,-103.022567,43.997452,3400,False,75.2,331.39,,,3625.0,,False,0,0
a51d7e,EMD429,,0.213,0.2,-103.016578,36.242919,23000,False,305.8,70.91,-64.0,,23650.0,1502,False,0,0
acd481,AAL2973,,0.407,0.2,-102.995739,35.328369,29000,False,493.1,67.34,0.0,,29925.0,1654,False,0,0
a382e0,EJM325,,0.224,0.2,-102.921383,37.39975,43000,False,382.0,289.1,,,43600.0,0513,False,0,0
a85d1b,SKW5956,,0.008,0.0,-102.889335,41.138399,35000,False,497.2,65.65,-128.0,,34975.0,3523,False,0,0
a2a3af,UAL6,,0.069,0.0,-102.87323,37.054417,38975,False,545.9,135.59,,,39775.0,1436,False,0,0
a258be,AAY2269,,0.225,0.1,-102.823281,42.034576,36000,False,415.6,216.98,0.0,,35800.0,3665,False,0,0
a327a4,N302KC,,0.225,0.0,-102.819015,38.179306,40975,False,516.6,78.95,,,41575.0,2634,False,0,0
ab34f3,,,34.923,34.9,-102.810608,46.860786,36000,False,408.9,281.28,128.0,,34925.0,,False,0,0
c0248c,ACA7040,,0.155,0.0,-102.724795,39.260651,27625,False,544.3,116.99,1536.0,,27950.0,2727,False,0,0
a6f312,N547MT,,0.363,0.0,-102.722605,40.096141,32500,False,491.1,77.77,,,32800.0,3540,False,0,0
a32396,FFT2355,,0.388,0.1,-102.682701,36.936873,34000,False,380.3,352.45,-64.0,,34800.0,2746,False,0,0
a6b4c3,SKW4716,,0.019,0.0,-102.66399,42.198853,31000,False,404.4,13.01,,,30800.0,3762,False,0,0
a5ada9,N465RD,,0.069,0.0,-102.655724,35.536535,41000,False,487.0,90.24,0.0,,41875.0,2636,False,0,0
ac559f,EJA894,,0.166,0.0,-102.655675,44.004822,7150,False,244.4,278.0,-1856.0,,7225.0,6552,False,0,0
a3852d,LXJ326,,0.358,0.1,-102.655315,35.718787,45000,False,401.1,269.0,,,45800.0,5630,False,0,0
ac3f7e,N889CH,,0.206,0.2,-102.626447,37.747559,47000,False,556.8,122.23,64.0,,47500.0,6026,False,0,0
a97da7,SKW6506,,0.042,0.0,-102.622873,39.830017,34000,False,352.9,261.53,,,34325.0,5673,False,0,0
add376,JBU956,,0.363,0.0,-102.594543,38.919347,35000,False,534.3,79.87,0.0,,35500.0,2015,False,0,0
aaef89,AAL2683,,0.426,0.2,-102.592954,39.965794,34975,False,551.5,85.84,64.0,,35300.0,6504,False,0,0
c000eb,WJA2202,,0.407,0.4,-102.566128,36.126663,39000,False,531.7,155.8,,,39875.0,3347,False,0,0
ad0122,RGY937,,0.355,0.0,-102.500506,40.563432,37000,False,478.9,52.13,,,37175.0,0760,False,0,0
ac71e7,AAL3179,,0.829,0.3,-102.499695,38.229675,26000,False,348.0,313.84,0.0,,26500.0,3076,False,0,0
a47d11,DAL813,,0.0,0.0,-102.488111,37.1728,31950,False,412.1,241.45,0.0,,32700.0,7425,False,0,0
a69cce,N525PH,,0.433,0.0,-102.438569,37.248871,45025,False,338.1,303.78,,,45625.0,4027,False,0,0
ad22e1,UAL2164,,0.155,0.0,-102.380039,38.051799,30000,False,426.2,243.37,0.0,,30675.0,5627,False,0,0
c005b3,CNK5,,0.114,0.1,-102.357884,48.41172,41000,False,517.9,118.99,32.0,,39850.0,2152,False,0,0
abebbe,SWA4119,,0.114,0.0,-102.341445,35.519683,36000,False,411.0,269.58,0.0,,36950.0,7054,False,0,0
a301df,AAY731,,0.718,0.0,-102.318108,40.126772,34025,False,401.0,228.64,0.0,,34275.0,2666,False,0,0
a973d6,SPA708,,0.069,0.1,-102.307025,35.89252,32000,False,395.5,257.44,0.0,,32800.0,2556,False,0,0
ac4c44,SWA3652,,0.189,0.2,-102.296167,35.181931,32000,False,414.5,318.62,0.0,,33000.0,2231,False,0,0
a12fda,DAL767,,0.225,0.0,-102.288029,39.485367,32025,False,365.9,252.51,0.0,,32325.0,3371,False,0,0
a680e6,N518TX,,0.0,0.0,-102.263606,36.95462,36000,False,316.7,318.46,0.0,,36775.0,3630,False,0,0
add066,N99BC,,0.412,0.0,-102.25065,44.15538,40025,False,348.5,255.88,,,39450.0,2441,False,0,0
ab9078,UAL704,,5.269,2.6,-102.248056,43.480721,35975,False,357.0,263.89,-192.0,,35400.0,6573,False,0,0
abbbae,UAL1309,,0.264,0.3,-102.209632,37.872154,27950,False,411.5,267.08,-128.0,,28575.0,3067,False,0,0
ac182b,BGR42,,0.646,0.1,-102.177059,35.487004,16200,False,180.5,274.45,64.0,,16650.0,2542,False,0,0
a748c2,N569EE,,0.39,0.1,-102.133683,38.101331,37825,False,347.2,298.56,-960.0,,38500.0,1751,False,0,0
aabbc9,AAL60,,0.358,0.1,-102.126446,36.237762,37000,False,544.0,131.57,0.0,,37950.0,1417,False,0,0
aac4c4,SKW4807,,0.069,0.1,-102.078781,34.46481,36000,False,403.5,349.72,,,37025.0,4147,False,0,0
ad7471,SWA3154,,0.114,0.1,-102.078459,35.175476,7300,False,278.7,109.93,-704.0,,7600.0,2440,False,0,0
ac07dc,SWA3425,,0.265,0.2,-102.028101,37.492081,30000,False,416.1,248.43,0.0,,30700.0,2155,False,0,0
a1a286,SKW4694,,4.049,2.6,-101.999549,44.935199,33475,False,423.5,203.96,576.0,,32500.0,2672,False,0,0
adc238,JBU448,,0.247,0.2,-101.991773,44.846512,35025,False,509.1,75.09,-128.0,,34100.0,7374,False,0,0
a73a10,LXJ565,,0.363,0.2,-101.984352,39.494659,42975,False,370.4,295.25,,,43250.0,2633,False,0,0
a977bb,DAL363,,39.622,12.9,-101.974068,47.890366,36000,False,419.0,,47.0,,,7122,False,0,0
ae1253,TOPCT26,,0.25,0.0,-101.973656,46.54032,29975,False,454.5,157.22,320.0,,28800.0,4566,False,0,0
aa7426,UAL1254,,0.554,0.3,-101.963335,37.658014,32000,False,409.9,322.24,0.0,,32650.0,4056,False,0,0
a6f5fc,DAL634,,0.097,0.0,-101.94812,40.086182,30000,False,396.7,244.47,64.0,,30200.0,7471,False,0,0
a3b8e1,AAL2212,,0.225,0.0,-101.936466,39.297043,30000,False,405.2,244.26,0.0,,30350.0,6501,False,0,0
a19aaa,ENY3984,,3.706,2.6,-101.923537,42.242203,27550,False,333.0,335.9,-1024.0,,27225.0,0547,False,0,0
aab5e0,N79CB,,0.381,0.2,-101.87851,36.545471,37000,False,487.1,77.19,,,37825.0,4161,False,0,0
a5a38e,ASA2611,,0.039,0.0,-101.863632,35.27861,39000,False,517.1,107.91,64.0,,39950.0,3726,False,0,0
a0f355,SKW4804,,0.081,0.0,-101.832932,38.387674,36000,False,334.3,302.17,0.0,,36650.0,1731,False,0,0
a12ac2,UAL502,,0.433,0.1,-101.820251,39.584764,28000,False,416.9,241.96,0.0,,28225.0,3455,False,0,0
ad3d84,EJA952,,0.462,0.3,-101.781046,38.810944,41000,False,490.4,106.59,64.0,,41425.0,3273,False,0,0
a671f2,SKW4894,,0.381,0.1,-101.754513,36.645126,35000,False,493.2,95.35,0.0,,35875.0,2430,False,0,0
a126eb,UAL1190,,0.0,0.0,-101.666764,38.574829,35000,False,535.1,71.36,64.0,,35550.0,2655,False,0,0
ac3a83,SWA2440,,0.075,0.1,-101.650475,38.296967,38000,False,350.1,302.28,0.0,,38600.0,1564,False,0,0
ab5e9b,SWA2438,,0.213,0.1,-101.647638,35.161377,37000,False,469.2,150.65,0.0,,37975.0,3547,False,0,0
a8f371,EJA676,,0.225,0.0,-101.625427,39.382588,41000,False,510.5,95.62,0.0,,41300.0,6355,False,0,0
a69f97,N526DV,,0.264,0.0,-101.618408,39.712783,40000,False,304.3,303.74,0.0,,40225.0,5711,False,0,0
a2bc12,UAL645,,0.79,0.6,-101.586695,37.641208,36000,False,361.8,293.8,0.0,,36675.0,5724,False,0,0
a651e1,SKW6418,,0.363,0.0,-101.522536,40.277089,35000,False,499.0,68.73,-64.0,,35150.0,7762,False,0,0
ac0ff9,SWA4499,,0.213,0.1,-101.495341,37.38843,34000,False,382.5,314.89,0.0,,34700.0,2216,False,0,0
a988d3,N713SS,,0.081,0.0,-101.36667,39.288895,42975,False,385.7,284.72,,,43300.0,3562,False,0,0
a7bf22,DAL807,,0.008,0.0,-101.335831,41.87439,34000,False,377.0,252.24,0.0,,33800.0,7124,False,0,0
a7c7d2,LXJ600,,0.388,0.2,-101.334092,37.000214,43000,False,390.3,318.43,,,43675.0,2527,False,0,0
acc31a,AAL3171,,0.39,0.2,-101.333069,38.503449,24000,False,408.9,321.06,0.0,,24375.0,3447,False,0,0
a09852,UAL1819,,0.064,0.1,-101.280334,40.076614,33000,False,523.7,86.94,64.0,,33100.0,1413,False,0,0
a92fdc,EJA691,,0.114,0.1,-101.279511,36.652299,43000,False,359.0,277.36,-128.0,,43625.0,5705,False,0,0
a08663,AAL420,,0.853,0.1,-101.263441,35.678566,32025,False,420.0,323.13,0.0,,32950.0,6236,False,0,0
a08f33,EJA135,,0.064,0.1,-101.208742,38.075587,45025,False,542.8,112.08,,,45575.0,1414,False,0,0
a2a823,SKW3680,,0.554,0.1,-101.174133,40.056335,34000,False,309.9,251.57,64.0,,34125.0,7255,False,0,0
a7133f,DAL366,,0.534,0.0,-101.100655,35.124501,36000,False,428.6,260.74,0.0,,36950.0,1120,False,0,0
ac0818,SWA1389,,0.157,0.2,-101.09847,37.249374,32000,False,383.5,305.56,64.0,,32675.0,2524,False,0,0
a098f6,AAL1949,,0.534,0.0,-101.092548,34.981476,33000,False,505.4,117.07,0.0,,33975.0,1777,False,0,0
a1cea1,N2151S,,39.82,7.8,-101.090639,37.964514,6900,False,165.4,274.16,,,7050.0,,False,0,0
a31a96,UAL181,,0.408,0.2,-101.080557,47.484446,38000,False,482.1,212.64,96.0,,36875.0,2177,False,0,0
a83f63,SKW5738,,0.064,0.0,-101.048462,39.952286,30000,False,370.4,255.78,-64.0,,30075.0,3525,False,0,0
a1bd6a,MXY606,,0.06,0.1,-101.036423,37.965445,29000,False,520.9,100.62,,,29575.0,4024,False,0,0
ac04d3,SWA2677,,0.069,0.1,-100.998308,36.532986,36000,False,389.8,305.08,0.0,,36850.0,2153,False,0,0
a0b7bb,UAL1520,,0.157,0.1,-100.974757,37.047043,34025,False,383.9,309.08,64.0,,34775.0,7731,False,0,0
aa15cc,AAL1883,,0.189,0.1,-100.948605,34.943893,29975,False,426.5,316.42,0.0,,30875.0,0676,False,0,0
ac6668,SWA3795,,0.39,0.0,-100.939575,39.610415,37000,False,529.5,74.0,0.0,,37300.0,7234,False,0,0
ac27cf,SWA2721,,2.594,2.6,-100.86673,42.047012,36000,False,378.0,255.1,42.0,,35700.0,6577,False,0,0
c0204b,CFC0536,,0.25,0.0,-100.857857,47.032379,9775,False,159.7,347.7,,,9575.0,3622,False,0,0
a97dcb,DAL849,,0.229,0.2,-100.789948,39.171387,34000,False,354.9,284.86,0.0,,34375.0,1160,False,0,0
a516b6,N427MC,,0.064,0.0,-100.772339,38.471049,35375,False,306.2,250.14,,,36075.0,2157,False,0,0
a04edb,AAL402P,,0.069,0.0,-100.750234,34.836502,37000,False,471.4,117.27,0.0,,38025.0,3706,False,0,0
a44257,UAL608,,0.229,0.2,-100.715271,41.154648,37000,False,550.1,81.43,64.0,,36925.0,3222,False,0,0
adde95,JBU619,,0.213,0.0,-100.633012,36.341237,34000,False,405.2,260.77,0.0,,34775.0,1741,False,0,0
ab2729,AAL3032,,0.933,0.2,-100.574627,34.761627,39000,False,454.9,117.35,0.0,,39975.0,0574,False,0,0
ab04f9,BLK2050,,0.39,0.1,-100.542942,41.551025,39000,False,501.3,80.93,-64.0,,38850.0,6544,False,0,0
71c391,KAL032,,0.064,0.0,-100.542908,40.971176,33975,False,422.4,336.71,,,33875.0,2356,False,0,0
ac23ef,SWA117,,0.064,0.1,-100.526733,40.80423,40000,False,392.1,259.87,-192.0,,40050.0,3116,False,0,0
a89442,EJM652,,0.551,0.2,-100.52028,46.334335,47000,False,446.7,279.93,0.0,,46350.0,1625,False,0,0
a7cb1b,N601BM,,0.412,0.2,-100.451749,44.331044,7925,False,142.9,260.74,1920.0,,7975.0,2476,False,0,0
aa26c8,SKW6315,,0.039,0.0,-100.437069,34.623087,35000,False,482.1,112.31,,,35975.0,3213,False,0,0
abe29d,N865NG,,0.502,0.5,-100.43272,36.668106,20000,False,258.9,203.2,0.0,,20475.0,3016,False,0,0
ac20e7,SWA3950,,0.167,0.0,-100.34152,41.595542,36000,False,370.2,257.2,0.0,,35775.0,6225,False,0,0
a7df61,SKW5492,,0.167,0.0,-100.317312,41.7021,33050,False,365.3,237.18,-960.0,,32825.0,3677,False,0,0
a676b6,CITT46,,0.229,0.2,-100.287002,36.608075,45000,False,410.7,220.56,-64.0,,45675.0,4735,False,0,0
a4b7d3,AAL1219,,0.309,0.2,-100.286008,38.310425,29000,False,539.7,110.95,-64.0,,29525.0,2755,False,0,0
a3e6eb,N350XS,,0.409,0.1,-100.195713,35.111374,16725,False,196.6,44.59,0.0,,17200.0,3620,False,0,0
a8c759,FFT3107,,0.39,0.3,-100.118103,39.110071,32000,False,372.5,262.13,0.0,,32375.0,1137,False,0,0
a92203,N688MA,,0.064,0.1,-100.116821,38.851148,26000,False,229.2,261.98,0.0,,26275.0,1150,False,0,0
a4f59c,AAL972,,0.229,0.2,-100.09198,38.693289,29000,False,523.7,83.2,0.0,,29450.0,7256,False,0,0
a48e81,LXJ393,,0.229,0.2,-100.03207,38.058549,37900,False,380.6,216.99,-2048.0,,38450.0,3624,False,0,0
a1e5f1,ENY3839,,0.085,0.1,-99.994747,44.5345,30000,False,410.0,359.44,64.0,,29075.0,2333,False,0,0
aaa5d4,UAL440,,0.229,0.1,-99.966645,37.673172,34000,False,375.3,292.4,0.0,,34600.0,4164,False,0,0
a850dc,FFT2440,,0.554,0.2,-99.908691,39.286039,33000,False,544.4,101.76,-64.0,,33325.0,2760,False,0,0
a92384,UAL1283,,0.393,0.1,-99.879019,40.69969,33000,False,511.5,78.95,0.0,,32925.0,2762,False,0,0
ac3ac9,SWA3620,,0.554,0.1,-99.877819,37.966095,30000,False,402.4,241.01,0.0,,30550.0,2125,False,0,0
a9abc4,N722JB,,0.229,0.0,-99.866089,39.64235,41025,False,568.7,85.56,,,41175.0,1465,False,0,0
ae03f4,PAT700,,1.002,0.4,-99.769409,41.078018,25000,False,339.2,94.74,0.0,,24925.0,3545,False,0,0
a9702e,N707SQ,,0.178,0.0,-99.750824,33.820387,34000,False,434.4,307.42,,,35025.0,7064,False,0,0
acd447,TWY290,,0.229,0.1,-99.744019,40.017517,41000,False,540.0,85.01,,,41150.0,6034,False,0,0
a3c9b4,DAL1648,,0.545,0.4,-99.674398,42.010071,34000,False,373.1,237.59,0.0,,33625.0,4117,False,0,0
abec03,SWA3133,,0.0,0.0,-99.577503,33.807213,35900,False,410.3,330.19,-960.0,,36850.0,6731,False,0,0
aaf87f,DAL1706,,0.125,0.0,-99.511894,46.18522,33000,False,520.4,100.29,0.0,,31750.0,2445,False,0,0
a93adb,N694PD,,0.719,0.0,-99.483628,41.655967,42975,False,401.2,306.38,64.0,,42800.0,2101,False,0,0
a3e88d,N351AJ,,0.069,0.0,-99.434052,35.459656,37000,False,448.4,131.65,,,37850.0,0662,False,0,0
a6e258,UAL2246,,0.409,0.0,-99.42016,35.081909,36000,False,400.9,327.74,0.0,,36900.0,6250,False,0,0
a47e4b,N389SB,,1.001,0.6,-99.393799,39.31518,3400,False,163.5,103.44,,,3550.0,1200,False,0,0
a9903a,SKW4818,,0.0,0.0,-99.37088,34.229581,32175,False,497.3,119.92,,,33100.0,7254,False,0,0
a3f436,FFT688,,0.006,0.0,-99.334534,39.222169,35000,False,537.8,102.02,64.0,,35275.0,3277,False,0,0
a18df6,N2GQ,,0.085,0.1,-99.312613,43.822694,36900,False,424.2,94.33,,,36125.0,6674,False,0,0
abc07b,SWA3394,,0.026,0.0,-99.294732,37.835238,31350,False,380.1,254.9,1856.0,,31850.0,3407,False,0,0
ab94a4,N845YT,,0.026,0.0,-99.288224,38.726257,24000,False,230.9,309.55,,,24250.0,1750,False,0,0
ab1ffe,DAL2924,,0.295,0.2,-99.248723,43.192889,35000,False,520.5,70.94,-64.0,,34325.0,4004,False,0,0
ac2154,SWA2274,,0.487,0.0,-99.221269,37.110992,39000,False,510.9,101.86,64.0,,39725.0,6760,False,0,0
a017a8,DAL824,,0.516,0.0,-99.218544,37.524595,33025,False,529.1,91.19,0.0,,33725.0,1041,False,0,0
a29551,ASA227,,0.125,0.1,-99.209923,48.009742,34000,False,407.1,271.55,0.0,,32500.0,1713,False,0,0
a3d1e3,N345WP,,0.11,0.0,-99.175269,41.68103,41000,False,529.4,41.09,,,40925.0,1637,False,0,0
39a56f,FHJLP,,0.194,0.1,-99.174408,48.009201,42975,False,433.2,271.59,,,41950.0,3423,False,0,0
a54ec0,N441EH,,0.038,0.0,-99.10738,36.422791,17250,False,297.5,69.13,0.0,,17600.0,3401,False,0,0
ac5e6e,SWA2327,,0.19,0.2,-99.048386,36.117004,34000,False,406.5,265.06,0.0,,34850.0,1556,False,0,0
a496fd,N395SS,,0.0,0.0,-98.915898,48.283676,36000,False,313.2,300.09,,,34650.0,2474,False,0,0
a572b3,N450GA,,0.079,0.0,-98.896065,34.663355,43000,False,444.2,275.68,0.0,,43875.0,3237,False,0,0
a3bd5f,XSR340,,0.229,0.2,-98.877252,39.152161,40475,False,509.0,96.2,-1024.0,,40800.0,6506,False,0,0
a9b3eb,N724RM,,0.322,0.2,-98.83873,35.566269,14750,False,396.8,76.0,192.0,,15025.0,5234,False,0,0
a9873d,ASA477,,0.282,0.0,-98.822959,46.5,35000,False,509.1,91.13,-64.0,,33750.0,6616,False,0,0
a36516,FFT1887,,0.069,0.1,-98.690578,34.369858,29100,False,486.2,154.28,-960.0,,29950.0,1337,False,0,0
a91b5c,N686V,,0.39,0.0,-98.684318,40.724084,46475,False,455.8,266.6,640.0,,46475.0,2112,False,0,0
ac2567,AAL71,,0.322,0.0,-98.677914,36.259585,40000,False,473.5,189.48,,,40875.0,3332,False,0,0
a9f36b,N740K,,0.289,0.0,-98.655098,46.821263,40000,False,453.7,351.76,64.0,,39000.0,1702,False,0,0
a2b2e1,AAY2355,,0.144,0.0,-98.641907,40.043472,28000,False,373.0,255.4,-64.0,,28050.0,6277,False,0,0
76cce2,SIA24,,0.779,0.3,-98.639854,45.748281,41000,False,537.2,97.16,0.0,,40125.0,1444,False,0,0
a6a6b7,ASA23,,0.136,0.0,-98.633986,48.028456,36000,False,409.8,273.64,0.0,,34625.0,7117,False,0,0
a00358,N10LC,,0.322,0.0,-98.629646,35.991989,41025,False,484.9,109.89,-64.0,,41875.0,0544,False,0,0
adfdb4,SKIER74,,0.055,0.0,-98.612657,40.399568,21100,False,352.6,101.95,,,21225.0,3311,False,0,0
a568e8,LXJ448,,0.11,0.0,-98.446059,41.505137,43000,False,398.0,306.73,,,42950.0,3654,False,0,0
ab649a,DAL348,,0.322,0.1,-98.416901,36.094894,31000,False,514.1,86.21,0.0,,31800.0,2666,False,0,0
a64a73,SKW231E,,0.06,0.0,-98.369122,36.206223,32050,False,495.8,83.86,-2624.0,,32750.0,7660,False,0,0
461f4c,FIN19,,0.247,0.0,-98.362065,43.669922,41000,False,497.0,179.88,0.0,,40500.0,3374,False,0,0
a0a91e,UAL1343,,0.194,0.2,-98.351875,47.990936,34000,False,432.3,272.25,0.0,,32500.0,3354,False,0,0
c02834,BLCKFM,,0.114,0.1,-98.344116,49.91217,2350,False,114.6,225.71,,,2400.0,0206,False,0,0
aa6b9d,UAL1321,,0.19,0.0,-98.29628,36.23497,36000,False,430.8,266.54,0.0,,36850.0,2723,False,0,0
c05c0e,WJA634,,0.125,0.1,-98.291313,46.511132,33000,False,505.4,109.3,0.0,,31700.0,3356,False,0,0
a0a1d2,N14RD,,0.728,0.4,-98.279343,36.144836,8300,False,201.1,254.72,36.0,,8475.0,3644,False,0,0
c032e3,RNGR54,,24.783,24.5,-98.268177,49.910004,675,False,56.3,282.31,-384.0,,900.0,,False,0,0
adfcce,VANDY10,,0.038,0.0,-98.221585,34.565918,21000,False,251.9,28.19,,,21575.0,3650,False,0,0
a09369,N136VU,,0.451,0.0,-98.176514,40.832474,6125,False,94.0,269.39,64.0,,6225.0,2411,False,0,0
abdc9b,SWA424,,0.0,0.0,-98.06707,39.396194,37000,False,532.5,94.31,64.0,,37200.0,6541,False,0,0
c061fd,CGLCU,,0.0,0.0,-98.066078,48.44165,34250,False,446.5,47.27,,,32650.0,2071,False,0,0
a28e6c,LXJ264,,0.272,0.0,-98.066592,39.776413,43000,False,387.2,253.34,,,43300.0,2763,False,0,0
a365b7,DAL1043,,0.094,0.0,-98.066483,35.741684,29950,False,447.1,220.1,-64.0,,30725.0,5777,False,0,0
a9b402,SKW6226,,0.054,0.0,-98.064958,37.652985,18575,False,335.2,255.84,,,18850.0,2140,False,0,0
ab7067,UAL248,,0.409,0.0,-98.058186,34.807806,26025,False,400.6,308.62,-64.0,,26825.0,2353,False,0,0
a2c1ec,EJA277,,0.19,0.0,-98.051697,38.795471,41000,False,510.4,102.67,,,41425.0,2147,False,0,0
adfcc7,VANDY24,,0.409,0.2,-98.050512,34.828537,9800,False,226.5,29.05,,,9975.0,2210,False,0,0
a2f676,N290LB,,0.019,0.0,-98.039607,48.54202,11700,False,133.7,173.99,,,11275.0,4233,False,0,0
a4c2ef,N406AD,,0.167,0.0,-98.031543,38.9897,41000,False,494.6,141.48,,,41400.0,4041,False,0,0
a1cd4e,ENY3614,,0.055,0.0,-98.003796,42.772801,32000,False,443.6,190.65,-64.0,,31375.0,3643,False,0,0
aaf960,AAL2384,,0.328,0.0,-97.982653,41.473202,37000,False,518.3,70.97,0.0,,36800.0,2053,False,0,0
aa0a93,N746TX,,0.136,0.0,-97.982323,47.798996,40000,False,378.7,286.57,96.0,,38850.0,2451,False,0,0
a3b454,VJA338,,0.054,0.1,-97.96649,37.126282,43000,False,491.2,104.74,,,43675.0,3717,False,0,0
a33766,AAL1437,,0.451,0.0,-97.96637,39.187907,35000,False,527.6,81.61,0.0,,35300.0,7331,False,0,0
aa6d79,N771HM,,0.054,0.0,-97.961548,40.680725,41000,False,546.8,74.95,64.0,,41100.0,2052,False,0,0
a481ca,N39PW,,0.038,0.0,-97.92871,34.96225,34000,False,405.3,228.6,0.0,,34850.0,2111,False,0,0
a4df3b,N41291,,11.533,11.5,-97.912903,35.050461,6400,False,59.4,313.64,-64.0,,6600.0,1200,False,0,0
ac72f0,AAL2308,,0.0,0.0,-97.910858,38.143387,37000,False,533.2,86.24,-64.0,,37575.0,7252,False,0,0
a0fea6,AAL2309,,0.094,0.0,-97.908211,36.252731,29975,False,453.2,211.83,-64.0,,30775.0,4154,False,0,0
ae1754,STEWY18,,13.263,13.3,-97.900715,36.47168,4775,False,219.2,315.37,320.0,,4975.0,4254,False,0,0
ae1e9b,KRAKN35,,12.604,12.6,-97.887482,36.675808,5775,False,218.4,6.57,0.0,,5900.0,4256,False,0,0
ac53be,SKW5541,,0.354,0.0,-97.87457,38.70108,30000,False,367.9,274.05,0.0,,30400.0,1777,False,0,0
a9969b,FFT2446,,0.054,0.1,-97.85907,39.570147,35000,False,551.7,80.4,0.0,,35125.0,7671,False,0,0
a3311b,JBU393,,0.232,0.0,-97.839244,42.686096,36000,False,381.1,251.33,,,35425.0,3543,False,0,0
a3d42b,LXJ346,,0.312,0.2,-97.816711,40.808395,43000,False,343.7,261.63,-64.0,,43050.0,3137,False,0,0
ae13ca,LOOT88,,0.026,0.0,-97.814143,37.341431,9375,False,281.6,47.01,-1792.0,,9550.0,0250,False,0,0
accb22,AAL1633,,0.235,0.2,-97.810286,38.216583,32975,False,535.4,87.75,-64.0,,33500.0,1323,False,0,0
